linha;status;motivo;researcher_id;universidade;institution_id;identity_territory;workload;city_id
116;atualizado;;e3d125f4-565b-491b-9f49-c7c7162a6763;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
117;atualizado;;bbb8479f-9fc9-4e5e-9478-06b95cb07894;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
118;atualizado;;44c89697-5de7-43a8-9b92-7c1ab3353f18;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
119;atualizado;;63470d6d-bd22-487e-8aca-c2eb28ff7c8c;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
120;atualizado;;c3b2b627-08a7-4437-af04-a61bdfca92cc;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
121;atualizado;;7da9dc8b-2c51-48f8-8843-bb2d22225015;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
122;atualizado;;e8192f5d-c9f7-407f-9af5-2a67303128b0;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
123;atualizado;;77a1dd7c-e1b1-48fd-a6aa-c08ebba4bad2;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
124;atualizado;;b56f9d68-1833-4135-ac30-75ec488de96b;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
125;ignorado;Pesquisador vinculado a outra universidade.;;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;;;
126;atualizado;;7fa65e06-ef75-41b8-b979-3d71b8a049c7;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
127;atualizado;;ede65974-1f5b-433c-98bc-2032ccf96619;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
128;atualizado;;dcc68122-b9d9-41ec-9851-ab6f94f87d27;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
129;atualizado;;19def7e2-d75e-474b-a5f0-ec805685629e;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
130;atualizado;;b57e27cf-fcf3-4c41-8d7f-0b6536b39dc0;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;32950a66-6cc5-4621-a4ba-a071bbd866e1
131;atualizado;;93775dc9-2ef8-4fbc-9745-05fd3987efbd;UFRB;73cdfd5f-e313-42c9-a90d-38ed38260d48;RECÔNCAVO;40.0;c55a0ad5-b17d-4b40-b22f-836d5e5bf4c3
