linha;status;motivo;researcher_id;universidade;institution_id;identity_territory;workload;city_id
114;atualizado;;b5cdf9cc-13a2-4199-bb9f-7aebc295173c;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
115;atualizado;;eb048f7d-a681-4aaf-9244-cc94f49db0c2;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
116;atualizado;;668c1c17-d420-4a28-b375-05dff9c015fe;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
117;atualizado;;42f7a9f4-db3b-480d-a9a0-2440a6590b59;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
118;atualizado;;75bf7a23-1309-4883-b224-488dd73f6d20;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
119;atualizado;;945e450f-f7ba-4072-ab10-c9607c81498e;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
120;atualizado;;74594718-a39d-4e7e-998b-83402ad85211;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
121;atualizado;;be2af3f3-72b7-4c68-be45-fdb78ccca45c;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
122;atualizado;;a585eddc-5842-4cc9-834c-6ff69a154ca9;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
123;atualizado;;2cab6f6e-b65b-4374-a6c3-f422d5e01fba;UFOB;ecafd569-d31f-429b-ba33-26780f46b990;BACIA DO RIO GRANDE;40.0;217e7292-81be-438a-9a3d-3434d963d80d
