code,rating
32006012027P8,4
32017014001P7,4
33032017009P2,5
15004015007P6,4
53001010017P3,7
31018017007P9,5
41015010008P4,4
33004072068P9,4
22012010001P0,4
52016013003P0,4
40036014001P7,5
25002015006P5,5
40030016001P9,5
53005015001P1,5
23009004003P0,4
40029018001P4,5
14001012162P0,3
33079013001P3,2
22002014003P8,6
42024013004P7,4
42021014005P4,4
33034010006P0,4
33092010011P1,4
40051013002P5,4
40028011001P8,4
24003018001P7,4
31021018015P9,4
33076014008P9,4
33087016003P5,4
33020019001P7,4
42020018002P9,6
42007011005P9,6
27002012005P4,4
41005015001P8,6
40066010001P2,4
33111014001P9,3
41016017006P8,4
41007018003P3,4
42009014013P4,4
42010012003P3,5
33002010119P7,7
33002029051P9,4
31030017006P5,4
35183004001P4,4
26038005001P4,2
53069005001P2,4
11015004001P0,3
52004015002P9,3
33145016002P6,5
41079000001P0,4
35016000001P3,3
53019016004P8,4
35133007001P5,4
53023013002P9,4
31005012159P2,4
40005011173P0,3
52001016107P6,4
15001016170P5,4
41001010158P2,4
53001010111P0,4
33082014006P2,4
25002015011P9,3
20009011042P2,3
41025016002P8,3
22002014008P0,4
42007011033P2,4
41005015012P0*,4
40022013009P0,3
31011012002P2,7
33014019002P7,7
42004012028P0,4
33129010003P4,5
31005012008P4,7
42005019027P0,5
33005010011P4,4
53003012004P8,5
40002012037P0,3
40004015007P7,4
40005011171P8,3
31004016032P6,4
23002018072P2,3
33144010171P0,4
26001012024P0,4
28001010010P8,4
22001018009P0,5
22001018015P0,4
30001013008P6,4
31003010022P8,6
52001016101P8,3
32005016016P0,6
20001010021P4,3
32001010013P5,7
50001019013P6,4
32007019050P6,4
15001016050P0,5
24001015027P3,5
25001019017P0,6
25001019083P3,4
42003016034P3,5
40001016024P0,5
42001013013P3,6
31001017025P0,7
23001011039P9,4
31002013158P7,3
27001016170P9*,4
41001010032P9,5
33001014035P1,4
42002010053P5,4
32006012009P0,5
32002017031P0,4
32002017009P4,5
53001010012P1,6
33004030080P0,4
33003017020P7,6
33003017071P0,5
32011016043P3,3
33009015090P3,4
40043010011P5,3
40015017029P9,3
22005013006P6,3
33002010036P4,7
33002037011P2,5
33002029037P6,5
53062000002P4,5
31011012010P5,5
33014019005P6,5
31034012002P5,4
53019016003P1,5
35133007002P1,3
33129010001P1,5
53012011001P4,4
33024014030P2,4
31032010006P1,3
53003012013P7,4
12001015177P1,3
22001018053P9,4
15001016162P2,4
24001015069P8,4
25001019087P9,5
40001016051P7,4
42001013085P4,4
27001016013P0,3
53001010058P1,5
32014015101P2,3
32020015003P7,4
41006011004P3,5
42004012021P5,4
42004012002P0,4
41012011003P3,4
52005011003P1,3
23005017001P7,5
52002012004P9,4
32008015006P3,4
33006016005P7,5
40003019007P0,6
31005012001P0,6
42005019001P0,6
33005010003P1,4
33005010002P5,4
33005010001P9,4
53003012001P9,4
51002019002P3,6
31019013001P7,4
42008018008P4,5
41002016015P0,5
12008010073P0,4
22003010010P0,6
22003010027P0,4
28002016015P2,4
52012018173P7,4
40002012015P7,5
40004015004P8,5
32025017001P6,4
51004011004P9,4
15006018001P0,4
40005011005P0,5
31004016006P5,7
31004016058P5,5
31004016051P0,4
23002018006P0,4
13003011003P9*,3
28006011013P5,4
11001011009P9,4
26001012011P5,4
12001015001P0,5
28001010001P9,6
22001018001P9,4
52059006002P4,4
24009016071P3,4
30001013001P1,6
31003010001P0,4
41020014002P6,4
52001016007P1,6
51005018005P1,5
52060004004P1,4
32005016007P0,5
20001010008P8,4
32001010001P7,7
51001012001P0,4
51001012026P3,5
51001012179P4,4
50001019001P8,5
32007019024P5,5
15010015005P0,4
15001016089P3,5
15001016035P0,5
15001016082P9,4
15001016166P8*,5
24001015001P4,4
25001019001P7,4
25001019084P0,5
42003016014P2,5
21001014001P6,5
40001016001P0,7
51034000002P0,4
42001013001P5,7
31001017001P4,5
23001011001P1,5
25003011038P0*,4
13001019041P5,3
31002013017P4,3
31002013020P5,4
27001016003P5,6
41001010015P7,4
33001014001P0,5
33001014043P4,3
33001014002P6,7
32018010004P2,4
42002010001P5,5
16003012013P2,4
32012012008P0,4
32006012003P1,5
32002017037P8,4
33017018007P8,3
53001010001P0,6
28005015001P0,4
28005015079P0,3
50002015005P0,4
31018017010P0,4
41015010002P6,4
33004030079P2,4
33004110040P5,7
33004129044P6,5
33004137064P2,5
33003017001P2,6
40014010009P1,4
33052018003P8,5
32011016015P0,4
14001012157P6,5
33009015083P7,5
42024013002P4,5
42021014001P9,5
52045005001P0,4
32014015103P5,4
33092010002P2,4
40015017020P1,4
40015017008P1,4
42046017015P5,4
41019016001P5,5
10001018011P0,4
31021018007P6,4
33020019004P6,4
42020018006P4,5
42007011003P6,6
33065012001P6,4
41008014002P3,5
27002012003P1,4
32036019001P4,4
41005015003P0,4
32073011001P2,4
41004019004P0,5
41016017004P5,5
41007018001P0,5
33054010002P4,5
42009014002P2,5
42010012008P5,5
33050015004P1,4
33002010001P6,5
33002029042P0,4
40020010002P3,5
33126011003P5,4
42044014004P0,3
42033012001P3,4
32048017002P5,4
33005010037P3,4
20002017042P8,4
51004011006P1,4
40031012071P3,4
24004014013P1,3
42045010002P4,4
28007018017P7,4
28001010091P8,3
22001018177P0,4
30001013107P4,5
41020014006P1,4
32005016031P9,3
32004010023P3,4
20001010053P3,3
20001010041P5,3
32001010097P4,3
24001015073P5,4
25001019175P5,3
40001016080P7,4
28022017010P4,3
23001011182P6,4
25003011029P1,3
33001014049P2,3
42002010159P8,4
16003012160P5,3
32006012174P0,3
32010010012P8,3
33125015002P2,4
53001010087P1,4
26004011002P5*,3
28005015012P2,4
28005015014P5,4
28005015011P6,3
33004030083P0,4
33082014004P0,3
42070007002P2,4
33003017172P1,4
33052018006P7,4
33092010012P8,4
40051013001P9,4
42046017008P9,4
10001018016P2,5
42007011027P2,4
33021015013P1,4
32036019005P0,4
25004018019P2,4
25004018070P8,4
22005013003P7,4
33110018003P5,5
33002010234P0,3
33005010024P9,4
53003012007P7,5
41002016004P8,5
41002016021P0,4
40002012042P4*,5
40002012029P8*,5
40031012072P0,4
15006018015P1,3
31004016066P8,5
28006011172P6*,3
26001012175P8*,3
12001015175P9,3
28001010176P3,3
22001018175P7,4
42015014008P7,4
30001013025P8,5
52001016110P7,4
32005016071P0,4
20001010043P8,4
32001010062P6,6
32001010040P2,6
32001010094P5,5
32001010178P4,3
51001012180P2,3
50001019035P0,4
15001016165P1,4
24001015082P4,3
24001015081P8*,4
25001019156P0,4
25001019072P1,4
25001019172P6,4
42003016026P0,5
21001014085P5,3
40001016047P0,6
42001013051P2,7
31001017178P1,3
31001017131P5,4
23001011060P8,4
23001011043P6,5
27001016042P0,4
41001010160P7,4
41001010039P3,7
41001010165P9,3
33001014016P7,7
33001014036P8,5
42002010054P1,4
42002010017P9,5
32012012007P3,4
32012012170P1*,4
32002017034P9*,5
32010010041P8,4
53001010107P2,4
53001010066P4,5
33004110045P7,5
33004137062P0*,6
33003017046P6,6
33052018005P0,5
52006018004P4,4
32011016042P7,4
33009015175P9,4
33009015026P3,4
33092010004P5,6
31063012002P4,4
25020013010P3,4
31025013002P0,4
25004018014P0*,6
25004018074P3,5
33072019002P5,5
33002010241P7,4
33002010194P9,6
33002010084P9,7
33002053009P9,6
33002029053P1,4
33002029045P9,6
40006018173P7,4
40020010001P7,5
33019010013P0,4
31096018002P9,4
40024016004P1,4
33002010253P5,4
33031010002P1,4
42004012009P5,5
52002012016P7,4
22003010012P3,5
40002012047P6,4
40004015024P9,6
15006018003P3*,4
31004016026P6,5
28006011007P5,4
26001012030P0,4
28001010014P3,6
22001018021P0,7
31003010067P1,4
41020014016P7,3
52001016023P7,5
32005016033P1,4
20001010025P0,4
32001010046P0,6
51001012176P5,4
51001012036P9,4
50001019015P9,4
15001016066P3,5
24001015016P1,5
25001019082P7,5
42003016030P8,5
21001014012P8,5
40001016045P7,5
42001013067P6,5
31001017060P0,6
23001011029P3,5
27001016048P9,4
41001010009P7,6
33001014028P5,5
32018010014P8,4
42002010035P7,5
42002010168P7,3
32012012004P4,5
53001010082P0,4
33004064085P5,4
33003017072P7,5
32011016006P0,4
33009015035P2,7
22011013003P3,4
40015017071P5,3
31021018001P8,4
33117012002P3,4
25004018015P7,4
22005013002P0,4
33002010120P5,6
33002010083P2,6
33002010186P6,7
33002010213P3,5
33002029027P0,7
33002029017P5,7
33002029016P9,5
53022017001P6,5
25046004001P0,3
33068011005P0,4
41002016166P8,5
12008010072P3,5
28002016013P0,4
40031012073P6*,3
28007018077P0,4
12001015173P6,4
42015014011P8,4
30001013048P8,5
31003010055P3,5
42039010004P0,5
24001015077P0,4
40001016073P0,5
23001011177P2,4
41001010079P5,5
41001010156P0,4
33004064081P0,5
22002014012P7,4
21005010001P5,2
31021018022P5,4
33002010231P1,4
33002029047P1,4
32020015004P3,5
22008012001P3,4
31007015010P1,5
33011010009P6,5
33006016014P6,4
31005012010P9,7
41002016157P9,5
28002016008P6,4
40002012027P5,4
40004015041P0,5
40004015027P8,4
31033016012P4,4
24004014005P9,4
40005011017P9*,4
31004016156P7,5
31004016034P9,4
29007003008P5*,3
26001012012P1,4
26001012019P6,4
28001010172P8,6
28001010076P9,4
22001018180P0,3
22001018010P8,7
22001018059P7,4
22001018036P7,6
52059006003P0,3
24009016002P1,5
30001013003P4,5
30001013012P3,4
31003010006P2,4
52001016102P4,4
52001016039P0,5
32005016106P9,5
32004010043P4,4
32001010071P5,4
32001010038P8,6
32001010086P2,4
32001010014P1,7
51001012010P0,4
50001019018P8,4
32007019011P0,6
32007019005P0,5
32007019013P3,4
15001016031P5,4
15001016091P8,4
24001015040P0,5
25001019040P2,6
25001019080P4,5
42003016048P4,5
40001016075P3,5
40001016049P2,4
40001016021P0,4
40001016173P5*,4
42001013014P0,5
42001013174P7,6
42001013015P6,5
31001017115P0,5
31001017171P7,5
31001017028P0,7
31001017038P5,6
23001011023P5,4
25003011036P8,5
27001016034P8,4
27001016174P4,4
27001016044P3,4
41001010033P5,7
41001010023P0,6
41001010088P4,4
33001014018P0,6
33001014015P0,4
42002010055P8,6
32006012019P5,5
32002017017P7,6
33032017011P7,4
53001010036P8,5
53001010032P2,4
53001010041P1,4
53001010030P0,4
33004056089P5,5
33004099084P5,4
33003017041P4,5
40043010008P4,4
22011013006P2,4
42046017004P3,4
42020018005P8,6
42007011018P3,5
25004018012P8,5
42009014004P5,4
33002010130P0,6
33002010190P3,4
33002010055P9,6
33002045016P0,5
33002045007P0,7
33002045013P0,6
33002045008P7,7
33002045009P3,4
40006018023P5,5
40006018174P3,4
40006018008P6,5
40006018030P1,4
40006018026P4,4
32053010005P4,2
31040012001P5,4
52010015107P1,4
42033012075P7,4
33083010001P7,4
31005012036P8,4
42008018014P4,4
31004016031P0,4
30001013036P0,4
51001012035P2,4
32007019017P9,4
32007019010P4,2
15001016090P1,4
15001016163P9,3
15001016069P2,3
31001017132P1,4
31001017134P4,3
16003012010P3,3
41009010002P0,4
32003013042P8,4
33072019005P4,5
33002010233P4,4
32020015007P2,4
32069014001P9,6
31058019002P4,3
33027013005P7,3
41006011009P5,4
42004012025P0,4
30004012001P0,4
31007015006P4,6
31007015007P0,4
31005012013P8,6
42005019025P7,7
42008018009P0,5
41002016001P9,4
40004015003P1,6
31033016005P8,5
40005011002P1,4
31004016049P6,3
31004016038P4,6
33144010023P0,3
26001012176P4,3
26001012022P7,4
28001010059P7*,5
22001018035P0,6
24009016014P0,7
24009016010P4,4
24009016004P4,4
30001013054P8,3
31003010032P3,5
31003010068P8,3
52001016069P7,4
32004010050P0,3
32001010018P7,5
32001010017P0,6
32001010044P8,5
32007019007P3*,3
32007019008P0,5
15001016168P0,4
15001016010P8,4
24001015076P4,3
25001019044P8,6
25001019020P1,6
40001016056P9,5
42001013016P2,6
42001013058P7,5
31001017008P9,5
31001017158P0,4
31001017037P9,7
31001017031P0,6
31001017033P3,5
31001017036P2,7
23001011011P7,4
23001011176P6,3
31002013160P1,3
31002013014P5,4
27001016015P3,4
27001016014P7,3
41001010028P1,7
33001014004P9,7
33001014006P1,6
41001028001P8,4
32018029001P9,3
32018010015P4,3
42002010038P6,6
32006012005P4,6
32002017049P6,3
41015010004P9,5
33003017034P8,7
25002015005P9,4
32011016041P0,4
32003013005P5*,4
33009015176P5,4
40015017006P9,5
27002012001P9,7
33002010048P2,5
33002010131P7,5
33002010053P6,7
33002010050P7,5
33002088001P4,4
33002088002P0,4
40006018179P5,3
40006018177P2,4
40006018033P0,3
32020015011P0,3
15008010002P0,4
42044014001P1,4
33083010004P6,3
32001010174P9,3
31001017136P7,3
33004030170P0,5
32003013009P0,4
42046017009P5,3
41024010002P5,3
32036019004P3,4
32020015010P3,3
31022014001P4,5
33027013003P4,3
42004012024P4,3
42004012004P3,4
21015007001P8,3
33084017003P6,3
31007015012P4,3
33011010013P3*,4
33011010008P0,5
33009015094P9*,4
52002012015P0,3
32008015004P0,4
40003019010P1,6
40003019005P8,4
31005012014P4,7
31005012012P1,7
31005012028P5,4
41002016019P5,4
40004015077P5,3
40004015038P0,3
31033016009P3,4
31004016044P4,4
33144010174P9,3
33144010011P2,4
12001015179P4,3
28001010062P8,5
28001010045P6,4
22001018054P5,4
52059006004P7,3
24009016025P1,3
30001013011P7,5
31003010019P7,4
31003010036P9,6
52001016113P6,3
23001011181P0*,3
32001010050P8,4
32001010016P4,5
51001012181P9,3
32007019053P5,3
32007019054P1,3
15001016018P9,4
15001016085P8,3
24001015072P9,4
24001015084P7,4
24001015010P3,4
25001019021P8,7
25001019090P0,4
25001019050P8,4
40001016070P1,4
40001016040P5,4
40001016030P0,3
42001013059P3,7
42001013046P9,6
31001017035P6,4
31001017030P4,5
31001017032P7,5
31001017102P5,6
23001011041P3,3
23001011021P2,2
23001011009P2,4
23001011074P9,3
41001010159P9,4
41001010051P3,5
41001010090P9,4
41001010006P8,5
33001014013P8,6
33001014039P7,4
33001014073P0,4
32018010006P5,4
42002010004P4,5
42002010165P8,3
32006012002P5,5
53001010053P0,7
53001010086P5,3
53001010052P3,4
33004056086P6,5
33004056080P8,5
33004080027P6,5
33004099082P2,5
33003017076P2,3
33003017022P0,5
33003025003P0,4
32003013004P9,3
32003013003P2,6
32003013002P6,5
33063010003P0,4
42020018004P1,4
42007011015P4,6
33002010052P0,5
33002010046P0,5
33002010049P9,5
33002045018P2,6
33002045011P8,6
40006018004P0,5
40006018031P8,4
40006018024P1,4
40006018003P4,5
33126011002P9,4
33011010012P7,3
42008018035P1,3
12001015009P1,3
28001010071P7,3
31003010098P4,4
31003010086P6,4
31003010087P2,4
52001016109P9,3
15001016075P2,3
15001016072P3,3
25001019065P5,4
40001016171P2,3
42001013089P0,4
33001014074P7,3
33004080052P0,4
33082014002P7,3
33087016001P2,4
33021015006P5,3
42009014008P0,3
31022014004P3,3
31022014007P2*,4
33027013002P8,4
22008012003P6,3
24007013001P2,3
31007015004P1,4
32057016001P4,5
33011010005P0,4
33024014017P6,4
31005012011P5,6
33106010005P4,4
33056013015P1,4
42006015009P8,4
41002016018P9,4
40002012171P9*,4
40002012024P6,3
31004016043P8,4
33144010015P8,4
33144010014P1,4
33144010004P6,4
12001015021P1,4
28001010037P3,5
22001018048P5,7
22001018032P1,4
22001018081P2,3
24009016003P8,7
23003014017P8,3
30001013004P0,4
31003010054P7,4
52001016018P3,4
32005016005P8,5
32004010020P4,4
20001010005P9,4
32001010015P8,6
51001012175P9,3
32007019056P4*,3
15001016004P8,6
24001015062P3,4
25001019088P5,3
25001019019P3,5
21001014078P9*,3
40001016043P4,4
42001013066P0,7
42001013078P8,5
31001017027P3,7
31001017029P6,6
23001011008P6,5
25003011076P0,3
27001016027P1,4
41001010065P4,6
41001010162P0,3
41001010005P1,6
33001014072P4,3
32018010007P1*,4
42002010003P8,7
32006012034P4,4
32006012001P9,4
33008019006P6,4
53001010083P6,4
53001010080P7,5
33004056087P2,4
33004099080P0,6
33004170002P2*,3
33003017021P3,6
32003013001P0,5
33009015172P0,3
40015017016P4,3
42046017018P4,3
33051011002P5,4
25004018018P6,4
33002010045P3,6
33002045006P4,4
33002045010P1,7
40006018022P9,3
40006018012P3,4
40006018009P2,4
40006018001P1,7
32020015012P6,2
41006011013P2,3
30004012070P2,3
41011015075P8,3
33056013013P9,4
12008010076P9,3
32007019051P2*,4
23001011068P9,2
53001010059P8,3
42007011031P0,3
40006018038P2,4
31022014005P0,6
31010016009P0,6
40037010002P0,4
42004012161P1,4
22008012006P5,4
50008013005P8*,4
33005010005P4,5
12008010005P4,5
28002016021P2,3
40002012025P2,7
40004015023P2,5
24004014017P7,4
24004014006P5²,4
40005011172P4,4
31004016063P9,4
23002018009P9,4
23002018071P6*,5
28006011010P6,4
28006011171P0,4
28007018018P3,5
33144010009P8,4
11001011073P9,3
26001012174P1,4
12001015171P3,4
12001015042P9,3
28001010040P4*,6
30001013055P4,4
30001013106P8,4
31003010174P2,4
31003010156P4,4
41020014012P1,4
52001016036P1,5
51005018175P4,3
32004010044P0,4
20001010039P0,3
51001012021P1,5
51001012022P8,4
42039010003P4,4
42039010006P3,5
17010004001P4,3
28049012005P9,3
32007019018P5,5
50001019028P3*,4
15001016033P8,6
25001019095P1,3
25001019069P0,5
42003016055P0,4
40001016068P7,5
40001016174P1,4
42001013098P9*,5
42001013091P4,7
42001013171P8,5
31001017106P0,7
31001017122P6,5
23001011077P8,5
25003011012P1,5
27001016025P9,4
27001016180P4*,4
41001010050P7,6
33001014070P1,4
42002010058P7,5
16003012157P4,4
32012012172P4,3
53001010106P6,5
28005015013P9,4
50002015101P9,4
40076016005P0,4
40076016002P0,5
33004056079P0,7
33004137031P7,7
33004153078P4*,5
33003017081P6,4
33003017092P8,4
33078017009P8,5
51003015003P6,3
32003013041P1,5
33009015068P8,4
33009015174P2,4
15025012072P2,4
40015017172P6,5
40015017027P6,4
10001018042P3,3
10001018040P0,3
42014018004P5,5
40024016005P8,3
33002010003P9,6
40006018028P7,4
15013014002P0,3
31049010001P6,4
32108010001P2,4
33068011007P3,3
25025015001P6,4
41006011010P3,5
42004012158P0,4
31048013001P6,3
31040012003P8,5
52010015108P8,3
12003018001P3,5
22011013005P6*,3
30004012002P7,5
30004012074P8*,4
30004012072P5,4
52005011002P5,4
31050018001P7,5
33084017002P0,4
42033012002P0,4
42008018015P0,5
41002016161P6,5
28002016017P5,4
52012018007P0,4
51004011070P1,4
51004011009P0,4
40031012070P7,5
15006018012P2,4
15006018009P1*,3
15006018008P5,3
15006018006P2,5
42045010004P7,3
31004016064P5,5
13003011001P6,5
11001011007P6,3
26001012027P9,3
26001012031P6,2
22001018061P1,3
42015014009P3,4
30001013044P2,2
31003010093P2,4
31003010085P0,4
31003010083P7,4
52001016060P0,4
52001016051P0,4
32005016027P1,4
32004010045P7,3
50001019174P0,3
50001019027P7,4
42039010001P1,4
32007019026P8,4
15001016159P1,4
15001016078P1,5
42003016042P6,4
28022017014P0,3
31001017126P1,3
31001017156P8,4
23001011172P0,3
23001011032P4,5
23001011063P7,4
31002013156P4,4
29007003004P0,4
33001014029P1,3
32006012032P1,4
32002017052P7,3
32010010046P0,3
33032017010P0,3
26004011001P9,4
28005015075P4,3
50002015157P4,3
33004056091P0,4
40014010011P6,4
23009004005P2,3
33078017002P3,4
33009015066P5,4
31067018001P3,5
31035019003P8,4
22016015001P2,3
33103011003P2,4
32021011005P6,2
42046017006P6,5
42014018002P2,5
42009014012P8,5
42010012006P2,4
33110018005P8,4
33002010237P0,3
33002088004P3,4
40006018006P3,4
40006018027P0,4
40006018041P3,4
40006018019P8,5
42041015009P3,4
31010016152P8,4
28002016018P1,3
40002012172P5,3
40004015022P6,5
40004015018P9,5
24004014014P8,4
26001012036P8,4
12001015033P0,3
28001010067P0,4
22001018072P3,4
30001013056P0,4
52001016072P8,3
52001016031P0,5
32005016032P5,4
32001010093P9,4
32001010055P0,6
32001010091P6,4
51001012030P0,4
28049012007P1,3
32007019014P0,5
15001016049P1,4
52001016062P2*,5
15001016086P4,3
23001011047P1*,5
24001015015P5,6
25001019027P6,4
25001019073P8,6
21001014022P3,4
40001016042P8,5
42001013023P9,7
31001017099P4,6
31001017143P3,4
23001011040P7,5
27001016019P9,4
42001013102P6*,4
41001010044P7,5
42002010029P7,5
32010010009P7,3
53001010085P9,5
28005015073P1,3
33004030081P7,7
33004030078P6,6
33003017091P1,4
40014010006P2*,4
32011016003P1,5
14001012005P1,3
33009015091P0,4
40015017021P8,3
42046017007P2,4
33065012003P9,4
41005015008P2,4
25020013003P7,3
33002010079P5,6
33002010081P0,5
33002010078P9,4
33002029041P3,6
33002029023P5,7
33002029039P9,6
30011019003P6,4
31010016023P3,5
40004015072P3,2
31003010082P0,4
15001016160P0,3
31001017154P5,4
52006018003P8,3
40028011004P7,4
32029012003P4,4
40003019015P3,7
31005012006P1,6
42005019004P0,7
33005010008P3,6
42008018011P5,5
22003010076P1,4
40002012045P3,5
40004015036P7,4
31004016016P0,6
33144010020P1,4
26001012172P9,4
28001010042P7,6
22001018037P3,5
30001013037P6,5
31003010081P4,5
41020014013P8,4
52001016011P9,5
32005016107P5,4
32004010048P6,4
20001010056P2,3
32001010012P9,7
50001019038P9,4
32007019012P7,4
15001016070P0,4
24001015005P0,3
25001019094P5,4
42003016031P4,5
21001014015P7,5
40001016039P7,6
42001013032P8,6
31001017022P1,6
31001017123P2,5
23001011030P1,4
31002013031P7,4
27001016039P0,5
41001010029P8,7
33001014010P9,4
32018010045P0,4
42002010002P1,6
16003012176P9,3
32006012024P9,5
53001010048P6,5
53001010109P5,5
33004110041P1,5
33003017066P7,7
25002015010P2,4
33009015072P5,5
40015017005P2,5
10001018043P0,4
42007011010P2,6
33002010031P2,7
22004017004P7,4
31022014008P9,4
42004012007P2,7
33010013008P0,5
33010013003P8,5
33010013005P0,7
31013015002P5,4
12002011011P2*,5
31004016023P7,5
31004016054P0,4
26001012005P5,4
12001015008P5,4
28001010007P7,4
28001010005P4,4
28001010073P0,4
22001018027P8,4
24009016001P5,4
31003010029P2,4
31003010004P0,7
52001016114P2,3
20001010042P1,4
32001010039P4,5
50001019011P3,3
32007019004P4,6
15001016016P6,4
15001016017P2,7
25001019052P0,4
25001019007P5,5
42003016019P4,4
40001016002P6,5
40001016028P5,5
42001013005P0,7
42001013052P9,5
31001017161P1,4
31001017011P0,5
31001017139P6,4
23001011056P0,4
23001011018P1,5
31002013159P3,3
27001016036P0,4
41001010164P2,3
41001010089P0,4
42002010040P0,5
32010010045P3,3
53001010075P3,5
53001010006P1,7
33004129043P0,6
33004137036P9,6
33003017038P3,6
33002010127P0,7
33002010016P3,7
33002010124P0,7
33002010219P1,7
41011015003P7,4
22003010070P3,4
31033016019P9,3
15001016080P6,3
42004012015P5,5
32008015003P4,5
31005012034P5,5
12008010077P5,3
22003010006P3,5
52012018012P3,4
40002012021P7,5
40004015012P0,5
20002017039P7,5
51004011072P4,3
15006018011P6,4
40005011010P4,5
31004016035P5,6
31004016062P2,5
23002018074P5,4
28006011170P3,4
11001011076P8,4
26001012038P0,4
12001015026P3,4
28001010032P1,5
22001018044P0,7
52059006010P7,4
30001013034P7,5
31003010095P5,4
31003010041P2,6
41020014014P4,5
52001016012P5,7
51005018004P5,6
52060004005P8,5
32005016035P4,5
20001010047P3,4
32001010037P1,6
51001012039P8,4
51001012027P0,4
50001019006P0,4
17010004006P6,3
15001016042P7,5
24001015042P2,5
25001019016P4,5
42003016047P8,4
21001014027P5,4
40001016035P1,6
51034000004P2,3
42001013065P3,5
31001017024P4,7
23001011180P3,5
23001011028P7,5
13001019006P5,4
31002013157P0,4
27001016001P2,5
41001010016P3,5
33001014071P8,5
32018010016P0,4
42002010025P1,6
16003012009P5,4
32006012070P0,4
32006012010P8,6
32002017051P0,4
53001010043P4,6
28005015074P8,5
50002015102P5,4
33004013068P6,4
33004129042P3,7
33004137004P0,6
33003017080P0,7
40014010005P6,5
32011016045P6,5
14001012161P3,4
15025012076P8,3
32014015011P3,4
40015017010P6,5
40015017018P7,4
10001018005P0,4
33002010034P1,6
33002010035P8,7
22004017003P0,4
21003017002P5,4
28002016016P9,4
23001011078P4,4
33004129047P5,4
31011012012P8,5
31010016006P1,6
52002012013P8,4
31005012024P0,6
42005019005P6,5
33005010010P8,5
41002016013P7,6
22003010075P5,3
28002016009P2,4
52012018013P0,4
40002012032P9,4
40004015025P5,5
40005011014P0,4
31004016024P3,5
31004016046P7,5
28007018076P3,3
26001012034P5,4
12001015023P4,5
28001010022P6,6
22001018033P8,5
24009016018P5,4
30001013017P5,6
31003010005P6,7
41020014008P4,4
52001016002P0,6
51005018002P2,5
32005016010P1,6
20001010024P3,5
32001010043P1,7
50001019005P3,5
32007019015P6,5
15001016043P3,6
24001015045P1,4
25001019015P8,5
42003016036P6,4
21001014009P7,4
40001016009P0,6
42001013043P0,7
31001017119P5,5
31001017023P8,7
23001011179P5,4
23001011038P2,4
25003011019P6,5
31002013019P7,6
27001016043P7,4
41001010004P5,5
32018010003P6,4
42002010051P2,5
32006012012P0,4
53001010011P5,5
28005015071P9,3
28005015070P2,4
28005015007P9,4
40076016007P2,4
33004072013P0,6
33003017019P9,7
40014010008P5,4
14001012159P9,4
33009015078P3,4
15025012073P9,4
40043010010P9,4
32014015008P2,4
40015017007P5,5
10001018045P2,3
31021018010P7,6
31025013003P6,4
42009014003P9,4
33002010033P5,5
33002010032P9,7
31011012009P7,5
42004012023P8,4
42008018016P7,4
52012018014P6,4
20002017008P4,5
52059006007P6,3
28022017011P0,4
16003012174P6,3
32002017048P0,3
25002015009P4,4
32011016014P3,3
33280010001P2¹,3
41004019002P8¹,3
31069010001P6¹,3
32020015002P0,5
32020015009P5,3
31022014006P6,5
31056016001P5,4
33029016002P0,5
42041015006P4,5
42041015004P1,5
31010016021P0,6
31010016150P5,5
31010016022P7,7
31010016007P8,6
42004012014P9,4
42004012162P8,3
31115004001P3,1
22008012005P9,4
22008012076P3,3
40034011075P8,3
41086007001P3,3
31007015011P8,5
31069010003P9,4
33010013002P1,5
31036015001P1,7
33024014009P3,7
33024014016P0,7
52002012006P1,4
33006016015P2,4
33006016017P5,5
40003019018P2,5
40003019020P7,5
40003019011P8,5
42005019021P1,7
33005010032P1,5
33141010001P4,5
28023013002P8,7
53003012009P0,5
51002019003P0,7
28003012004P7,5
28003012003P0,4
12008010070P0,5
22003010014P6,3
22003010026P4*,5
22003010072P6,4
28002016007P0,4
52012018008P6,4
52012018004P0,5
52012018174P3,4
52012018006P3,5
40004015040P4,4
40004015074P6*,5
20002017010P9,4
31033016013P0,5
31033016011P8,4
31033016010P1,4
15006018013P9,4
40002012041P8*,4
40005011170P1,5
40005011003P8,4
40005011013P3,4
31004016053P3,4
31004016021P4,6
31004016040P9,7
23002018008P2,4
28006011005P2,6
28006011015P8,5
28007018015P4,4
28007018016P0,4
21002010071P0,3
33144010010P6,5
33144010172P6,4
33144010005P2,4
33144010022P4,4
33144010006P9,7
33144010013P5,6
11001011006P0,4
12001015014P5,5
28001010049P1,5
28001010064P0*,5
28001010053P9,4
28001010048P5,4
28001010083P5,5
28001010056P8,4
28001010075P2,4
22001018088P7,3
22001018179P2,4
22001018087P0,4
52059006008P2,3
42015014015P3,4
23003014072P9,4
30001013047P1,5
31003010064P2,6
31003010079P0,6
31003010090P3,4
31003010072P5,4
31003010097P8,5
31003010044P1,5
41020014003P2,4
41020014007P8,4
41020014005P5,5
52001016032P6,5
52001016058P5,4
52001016057P9,4
51005018012P8,5
51005018006P8,4
51005018174P8,3
51005018170P2,5
52060004003P5,4
32005016029P4,4
32005016017P6,6
31142001001P0,4
20001010020P8,4
20001010006P5,4
20001010050P4,5
32001010179P0,4
32001010074P4,5
32001010077P3,6
32001010079P6,5
51001012178P8,4
