code,rating
52012018003P4,4
40002012013P4*,6
40004015008P3,6
40004015039P6,4
40004015020P3,5
20002017001P0,5
51004011001P0,4
51004011007P8,4
31033016015P3,6
31033016001P2,5
40031012002P1,3
24004014012P5*,5
40005011006P7,5
28006011001P7,5
28006011014P1,4
28007018003P6,5
28007018005P9,5
11001011071P6,3
11001011004P7,4
26001012033P9,3
26001012010P9,4
26001012029P1,4
12001015003P3,5
12001015016P8,4
26041006003P4,5
22001018012P0,5
22001018013P7,5
22001018014P3,5
24009016021P6,3
24009016007P3,5
24009016028P0,4
23003014011P0,6
23003014018P4,5
30001013042P0,5
30001013019P8,4
30001013104P5,4
30001013016P9,4
30001013032P4,5
30001013053P1,5
52001016006P5,5
52001016047P3,5
51005018001P6,4
51005018014P0,3
52060004001P2,4
32004010008P4,5
32004010012P1,5
32004010001P0,6
32004010013P8,5
32004010016P7,5
32004010025P6,5
32004010002P6,7
32004010018P0,6
32004010009P0,5
32004010031P6,7
32004010010P9,5
32004010007P8,6
32004010011P5,5
32004010006P1,6
32004010014P4,7
32004010029P1,5
32004010022P7,5
32001010177P8,3
32001010073P8,5
51001012034P6,5
50001019002P4,5
50001019034P3,3
50001019016P5,4
24001031020P0,5
24001031021P6,4
24013020002P7,4
42003016010P7,4
42003016016P5,4
42003016017P1,5
42003016018P8,6
42003016043P2,4
42003016025P4,5
21001014007P4,5
21001014023P0,4
40001016031P6,7
40001016014P4,6
40001016015P0,5
51034000003P6,4
15002012001P5,5
15002012008P0,4
28022017001P5,5
28022017009P6,5
28022017003P8*,5
42001013037P0,6
42001013035P7,5
42001013048P1,6
23001011061P4,4
25003011015P0,4
25003011010P9,5
25003011003P2,6
25003011013P8,4
25003011018P0,6
25003011017P3,6
25003011002P6,5
25003011030P0,5
13001019004P2,5
31002013002P7,7
31002013011P6,5
31002013032P3,4
31002013018P0,4
31002013010P0,4
27001016049P5,5
41001010161P3,4
41001010041P8,6
33001014034P5,4
33001014051P7,4
32018010012P5,3
42002010047P5,4
42002010007P3,6
42002010052P9,5
42002010027P4,7
42002010008P0,6
42002010015P6,5
42002010009P6,5
16003012005P0,3
16003012016P1,4
16003012003P7,6
32006012015P0,5
32002017044P4,4
32002017002P0,7
32002017014P8,5
32002017041P5,4
32002017007P1,7
